title,year,duration,genre,classif,release,rating,users_rated,poster_img_url,movie_url,budget,op_weekend_US,gross_US,gross_worldwide,review
It's a Wonderful Life ,1946,2h 10min,Drama,PG,"7 January 1947 (USA)
",8.6,"407,622","https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY268_CR1,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0038650/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_24,"$3,180,000","$44,000,","$44,000","$6,184,298","This is one of the best films of all time, without a doubt. I challenge anyone to watch this film and not be touched, if you can, you have no heart!"
Life Is Beautiful ,1997,1h 56min,Comedy,PG-13,"20 December 1997 (Italy)
",8.6,"627,009","https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0118799/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_21,"$20,000,000","$118,920,","$57,563,264","$230,098,753","This is one of those movies that have a lasting effect on you. After watching it, I found that it has less to do with the Holocaust and more to do with the human feelings and the beautiful relationship of a father and his son. The holocaust provides the ultimate context, that brings and highlights the story and adds yet another deep dimension to the movie. No such piece of art has ever before combined laughter and tears of sadness in me before and that is the miracle of the movie. The realism of the movie is not its strong point, but then again it is not supposed to be; this helps in bringing the audiences to a state of mind away from reality, focusing on the feelings generated by forgetting about all external events and developments of the war. Despite that, the movie does not fail to point out an element of the nazi psychology demonstrated by the doctor who was obsessed with riddles. This portrayed the nazi 'state of mind' (if ever such an expression existed) as a sick mentally disturbed state. Life is really beautiful as you watch Guido's relentless efforts to make a lovely exciting experience of the concentration camp to his son. You get exhausted just watching him going through his painful day and yet you smile as he speaks to his son and makes him laugh. One can go on forever describing the creativity of this movie, but one will not be able to capture all its beauty in writing."
Star Wars: Episode IV - A New Hope ,1977,2h 1min,Action,PG,"25 May 1977 (USA)
",8.6,"1,236,443","https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0076759/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_25,"$11,000,000","$1,554,475,","$460,998,507","$775,398,007","Only seen the original Star Wars films a few times, I tend to forget how great of a magical experience it is! A New Hope is so awesome in so many aspects especially the music and sounds of everything! It's amazing how it was made for it's time I still I don't understand how they did many things. I will admit it has a few bits that are boring but still glorious. Up until a few years ago I didn't see most of the films and I didn't understand the hype now I do in which I'm happy with them all even seen the new ones."
One Flew Over the Cuckoo's Nest ,1975,2h 13min,Drama,R,"19 November 1975 (USA)
",8.7,"922,030","https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0073486/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_18,"$3,000,000",,"$108,981,275","$108,997,629","Czech director Milos Forman seems to be obsessed with rebellious characters that don't like to go with the flow. Just think about Larry Flynt in ""The People vs. Larry Flynt"" or Andy Kaufman in ""Man on the Moon"", in the two most recent movies of Forman. The central character in ""One Flew Over the Cuckoo's Nest"" played by Jack Nicholson is also one of those characters, that wants to break the routine and even starts a revolt against the staff and nurse Ratchett in particular, in a mental institution."
Se7en ,1995,2h 7min,Crime,R,"22 September 1995 (USA)
",8.6,"1,453,387","https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0114369/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_20,"$33,000,000","$13,949,807,","$100,125,643","$327,333,559","Seldom does a film elucidate the culpability of our culture,of our society, in the mayhem and madness we often find in everyday life. According to Se7en, our culture is drifting through darkness. The mouthpiece for this thematic undercurrent is Somerset, a literate man who also happens to be a detective, a man who can read a clue (""This isn't going to be a happy ending"") or Dante's Inferno with equal aplomb. He even provides the film's final thematic statement with a quote from Hemingway. His quirkiness, perhaps the outgrowth of a brilliant mind, is no worse than that of any prophet or seer of old, those harbingers of Biblical insight whom others always find kooky and offbeat. He is not well loved for his cynical, pessimistic outlook (such that his consuming motivation is to retire and get out of town). However, by the end it becomes clear that it is Somerset who sees our dark world with the prophet's particular clarity. (It is left to his partner Mills to find this out the hard way)."
Seven Samurai ,1954,3h 27min,Action,Not Rated,"19 November 1956 (USA)
",8.6,"317,167","https://m.media-amazon.com/images/M/MV5BOWE4ZDdhNmMtNzE5ZC00NzExLTlhNGMtY2ZhYjYzODEzODA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0047478/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_19,"JPY125,000,000","$15,942,","$318,649","$322,773","Story-telling at its finest, ""Seven Samurai"" is a terrific film not because of a handful of memorable scenes or lines, but rather because scene-by-scene, frame-by-frame, it tells an interesting story as well as it is possible to tell it. The story and characters are developed carefully, and everything about the movie, from the settings and props to the musical score, is done carefully and expertly."
The Matrix ,1999,2h 16min,Action,R,"31 March 1999 (USA)
",8.7,"1,684,853","https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0133093/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_16,"$63,000,000","$27,788,331,","$171,479,930","$466,364,682","The film is as well crafted as the matrix itself! On another level entirely to any other science fiction film from the last 20 years . Getting lost in another world, is interly what Cinema is made for. This one takes you into a whole new universe interly ."
Goodfellas ,1990,2h 26min,Biography,R,"21 September 1990 (USA)
",8.7,"1,026,632","https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0099685/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_17,"$25,000,000","$6,368,901,","$46,836,214","$46,952,991","'Goodfellas' is a masterpiece, pure and simple. While not my favourite Martin Scorsese movie it is a stunning achievement, and one of his very best movies. The film is stunning technically. The consistently fine acting by the large ensemble cast (both known and unknown), the cinematography, editing, dialogue, brilliant use of music, it's all breathtaking. But Scorsese and co-writer Mitch Pileggi never lose lose sight of their main goal - to tell a story. And in that it's really hard to beat this movie. As to the actors De Niro is on top form, Ray Liotta is the best he's ever been, and this is Joe Pesci's definitive performance. Plus you have Lorraine Bracco, Paul Sorvino, Michael Imperioli, and lots of well known faces in small but important roles (Debi Mazar, Samuel L. Jackson, Illeana Douglas, Kevin Corrigan), plus dozens of unfamiliar actors (and non-actors) who are all so good it seems unfair just to single out the ""stars"". (Also keep an eye out for Vincent Gallo in a few scenes. He has no lines, but looks cool!). 'Goodfellas' is (to date) Scorsese's last Great Movie, and one of the very best films of the 1990s. Absolutely essential viewing for any movie fan, this tremendous film is not to be missed! Highly recommended!"
The Lord of the Rings: The Two Towers ,2002,2h 59min,Action,PG-13,"18 December 2002 (USA)
",8.7,"1,492,185","https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0167261/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_14,"$94,000,000","$62,007,528,","$342,551,365","$943,405,795","Really, I should probably let this film soak in a bit; I am, after all, on something of a ""post-viewing"" high right now. However, at this moment, my feeling remains the same from the first installment - this is the movie experience I've been waiting my whole life for. In case you haven't gathered, this movie is visually stunning, literally breathtaking. I mean that, some of the scenes in this film simply stopped my lungs in their tracks, shocked at the pure, enveloping beauty of the shot. Peter Jackson has a profound grasp of visual manipulation like few directors have ever had."
Star Wars: Episode V - The Empire Strikes Back ,1980,2h 4min,Action,PG,"20 June 1980 (USA)
",8.7,"1,164,300","https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0080684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_15,"$18,000,000","$4,910,483,","$292,753,960","$538,375,067","Star Wars: Episode V - The Empire Strikes Back (1980) is an excellent timeless classic that it is the best sequel of all time. I love this film to death, it is my second favorite film and the best sequel in the Star Wars franchise that I love. The Empire Strikes Back is a movie that it is one of the best sequels I can think of, it is right there with Aliens (1986), it is right there with Terminator 2: Judgment Day (1991) it is an excellent sequel and it really does establish The Empire as a value treat. Empire Strikes Back is still and excellent film which I really believe is a timeless classic. This is my second favorite film from director Irvin Kershner. Number 1 favorite Irvin Kershner film will be RoboCop 2 (1990) which is very underrated action flick. I still have to review those movies someday."
Forrest Gump ,1994,2h 22min,Drama,PG-13,"6 July 1994 (USA)
",8.8,"1,819,650","https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0109830/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_12,"$55,000,000","$24,450,602,","$330,455,270","$678,226,133","I've seen most of the top-voted 30 or 40 movies here at IMDb, and Forrest Gump probably wins my vote for the single best movie ever made."
Fight Club ,1999,2h 19min,Drama,R,"15 October 1999 (USA)
",8.8,"1,864,043","https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0137523/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_11,"$63,000,000","$11,035,485,","$37,030,102","$101,209,593","When I first saw the previews for this movie, it had me interested. A movie about guys who fight - it didn't seem to deep, but I thought it would provide entertainment. I had heard buzz about, a few of my friends raved about it for a few days, and I was convinced. I should see this movie. I went to my local video store and picked up the last remaining DVD. I popped it in, sat in amazement until the last credit rolled, and then watched it again. And again. And again."
Inception ,2010,2h 28min,Action,PG-13,"16 July 2010 (USA)
",8.8,"2,078,417","https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1375666/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_13,"$160,000,000","$62,785,337,","$292,576,195","$836,836,967","You DO need to pay attention to the film, you can't be scrolling through your phone at the same time, but it does pay off. For me the only problem is that after having watched it, every time I go back, I can't enjoy it as much, because I know what's going on and how it ends. Other than that, it's one of my absolute favoutites!"
The Lord of the Rings: The Fellowship of the Ring ,2001,2h 58min,Action,PG-13,"19 December 2001 (USA)
",8.8,"1,669,349","https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0120737/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_10,"$93,000,000","$47,211,490,","$315,710,750","$888,325,092","The first part of the Lord of the Rings trilogy, the Fellowship of the Rings opened the door to a whole new world for me. I'd never read any of Tolkien's books when I saw the film for the first time at the theatre and, now that I've read them, in retrospect I think being a neophyte to the mythology made my LOTR movie experience all the more miraculous."
"The Good, the Bad and the Ugly ",1966,2h 58min,Western,R,"29 December 1967 (USA)
",8.8,"691,488","https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0060196/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_9,"$1,200,000",,"$25,100,000","$25,253,751","The Good, the Bad and the Ugly or the Good, the Better and the Best, as I prefer calling it, is a bizarrely sublime and a uniquely aesthetic masterpiece. The actors in title roles have given such extraordinarily superb performances, that it would be impertinent and disparaging to merely regard their swell work as acting. In fact their brilliant portrayals have immortalized Blondie, Sentenza/ Angel Eyes and the enigmatic Tuco. Lee Van Cleef is fiendishly unforgiving as the merciless Angel Eyes. Clint Eastwood is rugged yet suave, cocky yet adorable as laconic cigar-smoker Blondie, a role that laid the foundations of his illustrious career. But it is Eli Wallach, who steals the show with his captivating portrayal of Tuco, a portrayal that is as entrancing as it is enlightening. Wallach is amusing, capricious, nonchalant, uncanny and yet tenacious as Tuco, perturbed by his insecurities and dampened by his solitude. It is the tacit amicability between Blondie and Tuco and their mutual hostility towards the evil Angel Eyes owing to the vestiges of virtue present in them, redolent of their moribund morality, which gives the story, the impetus and the characters, a screen presence that is not only awe inspiring but also unparalleled."
Pulp Fiction ,1994,2h 34min,Crime,R,"14 October 1994 (USA)
",8.9,"1,835,417","https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR1,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0110912/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_8,"$8,000,000","$9,311,882,","$107,928,762","$213,928,762","""Pulp Fiction"" is the classic of classics. Tarantino truly possesses the Midas touch. This 1994 masterpiece is brilliant in all aspects. From the ingenious writing to the wildly witty dialogue to its captivating character creation; the overall excellence of Pulp Fiction makes it not only among the best, but maybe the most rewatchable movie of all time. Nearly every scene is gold and crafted to divine perfection. Pulp Fiction is truly a transcendent motion picture."
The Lord of the Rings: The Return of the King ,2003,3h 21min,Action,PG-13,"17 December 2003 (USA)
",8.9,"1,650,025","https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0167260/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_7,"$94,000,000","$72,629,713,","$377,845,905","$1,142,456,987","All the threads of Tolkien's magnum opus come together in the most elegant of fashions in the final part of Peter Jackson's adaptation. Humanity makes a last stand at Minas Tirith, the Hobbits travel through Mordor, our heroes try to by time for Frodo to complete his mission and the Evil Sauron gets tired of the whole game and lashes out with all his might and fury."
